Classe,Número,Link Processo,link,REQTE.(S),ADV.(A/S),INTDO.(A/S),PROC.(A/S)(ES),Decisões,Data Andamento,Meio Processo,Indicador de  Processo em Tramitação,Relator Atual,Subgrupo Andamento Comissão,Ramo Direito Novo,Assuntos,Legislação,REQTE.(S)
ADI,3377,ADI-3377,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2262333,,,,,,16/12/2004,Físico,Sim,MIN. MARCO AURÉLIO,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRA,,
ADI,3378,ADI-3378,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2262000,,,,,,16/12/2004,Físico,Sim,MIN. ROBERTO BARROSO,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MEIO AMBIENTE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | LICENÇAS",,
ADI,3378,ADI-3378,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2262000,,,,,,19/4/2012,Físico,Sim,MIN. ROBERTO BARROSO,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MEIO AMBIENTE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | LICENÇAS",,
ADI,3378,ADI-3378,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2262000,,,,,,26/6/2013,Físico,Sim,MIN. ROBERTO BARROSO,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MEIO AMBIENTE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | LICENÇAS",,
ADI,3379,ADI-3379,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2262461,,,,,,17/12/2004,Físico,Não,MIN. AYRES BRITTO,Prevenção Relator,,,,
ADI,3380,ADI-3380,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2262391,,,,,,17/12/2004,Físico,Não,MIN. CARLOS VELLOSO,Normal,IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS - ICMS,1 - IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS - ICMS | RECOLHIMENTO ANTECIPADO | DECRETO 8.969/,,
ADI,3381,ADI-3381,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2262449,,,,,,17/12/2004,Físico,Não,MIN. CÁRMEN LÚCIA,Prevenção Relator,TRÂNSITO E TRANSPORTE,1 - TRÂNSITO E TRANSPORTE | CARTEIRA NACIONAL DE HABILITAÇÃO | EXAMES DE APTIDÃO FÍSICA E MENTAL - MÉDIC,,
ADI,3381,ADI-3381,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2262449,,,,,,24/6/2006,Físico,Não,MIN. CÁRMEN LÚCIA,Substituição,TRÂNSITO E TRANSPORTE,1 - TRÂNSITO E TRANSPORTE | CARTEIRA NACIONAL DE HABILITAÇÃO | EXAMES DE APTIDÃO FÍSICA E MENTAL - MÉDIC,,
ADI,3382,ADI-3382,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2262796,,,,,,1/2/2005,Físico,Não,MIN. CELSO DE MELLO,Prevenção Relator,PODER LEGISLATIVO,1 - PODER LEGISLATIVO | CÂMARA MUNICIPAL | NÚMERO DE VEREADORES - ELEIÇÃO - RES 21.702/04 - TSE,,
ADI,3383,ADI-3383,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2263470,,,,,,1/2/2005,Físico,Não,MIN. CARLOS VELLOSO,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | CONCESSÃO / PERMISSÃO / AUT,,
ADI,3384,ADI-3384,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2263561,,,,,,1/2/2005,Físico,Não,MIN. MENEZES DIREITO,Normal,PODER DE POLÍCIA,1 - PODER DE POLÍCIA | POSTOS DE GASOLINA | COMÉRCIO DE BEBIDAS ALCOÓLICAS - PROIBIÇÃO - LEI 7.912/04 -,,
ADI,3384,ADI-3384,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2263561,,,,,,10/9/2007,Físico,Não,MIN. MENEZES DIREITO,Substituição,PODER DE POLÍCIA,1 - PODER DE POLÍCIA | POSTOS DE GASOLINA | COMÉRCIO DE BEBIDAS ALCOÓLICAS - PROIBIÇÃO - LEI 7.912/04 -,,
ADI,3385,ADI-3385,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2264652,,,,,,1/2/2005,Físico,Não,MIN. CEZAR PELUSO,Normal,DIREITO TRIBUTÁRIO,"1 - DIREITO TRIBUTÁRIO | IMPOSTOS | IRPJ/IMPOSTO DE RENDA DE PESSOA JURÍDICA2 - DIREITO TRIBUTÁRIO | CONTRIBUIÇÕES | CONTRIBUIÇÕES SOCIAIS | CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUI",,
ADI,3386,ADI-3386,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2264609,,,,,,1/2/2005,Físico,Não,MIN. CÁRMEN LÚCIA,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | EMPREGADO PÚBLICO / TEMPORÁRIO | CONTR,,
ADI,3386,ADI-3386,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2264609,,,,,,24/6/2006,Físico,Não,MIN. CÁRMEN LÚCIA,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | EMPREGADO PÚBLICO / TEMPORÁRIO | CONTR,,
ADI,3388,ADI-3388,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2265239,,,,,,1/2/2005,Físico,Não,MIN. CEZAR PELUSO,Normal,DIREITO TRIBUTÁRIO,"1 - DIREITO TRIBUTÁRIO | IMPOSTOS | IRPJ/IMPOSTO DE RENDA DE PESSOA JURÍDICA2 - DIREITO TRIBUTÁRIO | CONTRIBUIÇÕES | CONTRIBUIÇÕES SOCIAIS | CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUI",,
ADI,3389,ADI-3389,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2266362,,,,,,9/3/2005,Físico,Não,MIN. JOAQUIM BARBOSA,Normal,DIREITO TRIBUTÁRIO,"1 - DIREITO TRIBUTÁRIO | IMPOSTOS | ICMS/ IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS2 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO","1 - Decreto nº 35.528,  de 2004 - RJ",
ADI,3390,ADI-3390,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2266379,,,,,,1/2/2005,Físico,Não,MIN. JOAQUIM BARBOSA,Normal,IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS - ICMS,1 - IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS - ICMS | CRÉDITO | APROVEITAMENTO - LEI 4.482/04,,
ADI,3391,ADI-3391,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2266397,,,,,,1/2/2005,Físico,Não,MIN. EROS GRAU,Normal,SERVIDOR PÚBLICO,1 - SERVIDOR PÚBLICO | CONTRATO TEMPORÁRIO | PRORROGAÇÃO - LC 47/04 - PA,,
ADI,3392,ADI-3392,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2267506,,,,,,1/2/2005,Eletrônico,Sim,MIN. GILMAR MENDES,Prevenção Relator,DIREITO DO TRABALHO,1 - DIREITO DO TRABALHO | SENTENÇA NORMATIVA,,
ADI,3392,ADI-3392,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2267506,,,,,,24/4/2010,Eletrônico,Sim,MIN. GILMAR MENDES,Substituição,DIREITO DO TRABALHO,1 - DIREITO DO TRABALHO | SENTENÇA NORMATIVA,,
ADI,3394,ADI-3394,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2267925,,,,,,3/2/2005,Físico,Não,MIN. EROS GRAU,Normal,FAMÍLIA,"1 - FAMÍLIA | FILIAÇÃO | EXAME DE DNA - GRATUIDADE - LEI 50/04, ARTS. 1º, 2º E 3º - AM",,
ADI,3395,ADI-3395,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2268427,,,,,,1/2/2005,Eletrônico,Sim,MIN. ALEXANDRE DE MORAES,Prevenção Relator,DIREITO PROCESSUAL CIVIL E DO TRABALHO,1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO | ANTECIPAÇÃO DE TUTELA / TUTELA ES,"1 - Emenda Constitucional nº 45,  de 2004, Art. 1º2 - Constituição Federal de 1988, Art. 114, inciso I3 - Emenda Constitucional nº 45,  de 2004",
ADI,3395,ADI-3395,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2268427,,,,,,24/4/2010,Eletrônico,Sim,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO PROCESSUAL CIVIL E DO TRABALHO,1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO | ANTECIPAÇÃO DE TUTELA / TUTELA ES,"1 - Emenda Constitucional nº 45,  de 2004, Art. 1º2 - Constituição Federal de 1988, Art. 114, inciso I3 - Emenda Constitucional nº 45,  de 2004",
ADI,3395,ADI-3395,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2268427,,,,,,29/11/2012,Eletrônico,Sim,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO PROCESSUAL CIVIL E DO TRABALHO,1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO | ANTECIPAÇÃO DE TUTELA / TUTELA ES,"1 - Emenda Constitucional nº 45,  de 2004, Art. 1º2 - Constituição Federal de 1988, Art. 114, inciso I3 - Emenda Constitucional nº 45,  de 2004",
ADI,3395,ADI-3395,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2268427,,,,,,22/3/2017,Eletrônico,Sim,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO PROCESSUAL CIVIL E DO TRABALHO,1 - DIREITO PROCESSUAL CIVIL E DO TRABALHO | PROCESSO E PROCEDIMENTO | ANTECIPAÇÃO DE TUTELA / TUTELA ES,"1 - Emenda Constitucional nº 45,  de 2004, Art. 1º2 - Constituição Federal de 1988, Art. 114, inciso I3 - Emenda Constitucional nº 45,  de 2004",
ADI,3396,ADI-3396,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2268771,,,,,,1/2/2005,Eletrônico,Sim,MIN. CELSO DE MELLO,Prevenção Relator,DIREITO DO TRABALHO,"1 - DIREITO DO TRABALHO | CATEGORIA PROFISSIONAL ESPECIAL | ADVOGADOS2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRA","1 - Lei Federal nº 9.527,  de 1997, Art. 4º",
ADI,3397,ADI-3397,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2269052,,,,,,1/2/2005,Físico,Não,MIN. MARCO AURÉLIO,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | MAGISTRATURA,,
ADI,3399,ADI-3399,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2269601,,,,,,1/2/2005,Físico,Não,MIN. CEZAR PELUSO,Normal,DIREITO TRIBUTÁRIO,"1 - DIREITO TRIBUTÁRIO | IMPOSTOS | IRPJ/IMPOSTO DE RENDA DE PESSOA JURÍDICA2 - DIREITO TRIBUTÁRIO | CONTRIBUIÇÕES | CONTRIBUIÇÕES SOCIAIS | CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUI",,
ADI,3400,ADI-3400,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2269665,,,,,,1/2/2005,Físico,Não,MIN. CELSO DE MELLO,Prevenção Relator,PODER LEGISLATIVO,1 - PODER LEGISLATIVO | CÂMARA MUNICIPAL | NÚMERO DE VEREADORES - ALTERAÇÃO - RESOLUÇÕES NºS 21.702/04 E,,
ADI,3401,ADI-3401,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2269897,,,,,,1/2/2005,Físico,Não,MIN. GILMAR MENDES,Normal,SERVIÇOS NOTARIAIS E DE REGISTRO ,1 - SERVIÇOS NOTARIAIS E DE REGISTRO  | EMOLUMENTO | RECOLHIMENTO - DESTINAÇÃO - RES. 196/05 - TJSP,,
ADI,3402,ADI-3402,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2270151,,,,,,1/2/2005,Físico,Não,MIN. DIAS TOFFOLI,Normal,DIREITO CIVIL,"1 - DIREITO CIVIL | OBRIGAÇÕES | ESPÉCIES DE CONTRATOS | SEGURO2 - DIREITO CIVIL | RESPONSABILIDADE CIVIL | INDENIZAÇÃO POR DANO MATERIAL | ACIDENTE DE TRÂNSITO",,
ADI,3402,ADI-3402,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2270151,,,,,,10/9/2007,Físico,Não,MIN. DIAS TOFFOLI,Substituição,DIREITO CIVIL,"1 - DIREITO CIVIL | OBRIGAÇÕES | ESPÉCIES DE CONTRATOS | SEGURO2 - DIREITO CIVIL | RESPONSABILIDADE CIVIL | INDENIZAÇÃO POR DANO MATERIAL | ACIDENTE DE TRÂNSITO",,
ADI,3402,ADI-3402,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2270151,,,,,,23/10/2009,Físico,Não,MIN. DIAS TOFFOLI,Substituição,DIREITO CIVIL,"1 - DIREITO CIVIL | OBRIGAÇÕES | ESPÉCIES DE CONTRATOS | SEGURO2 - DIREITO CIVIL | RESPONSABILIDADE CIVIL | INDENIZAÇÃO POR DANO MATERIAL | ACIDENTE DE TRÂNSITO",,
ADI,3403,ADI-3403,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2270211,,,,,,1/2/2005,Físico,Não,MIN. JOAQUIM BARBOSA,Normal,UNIÃO,1 - UNIÃO | COMPETÊNCIA LEGISLATIVA | EMPRESA PÚBLICA - EXAME DE SANGUE - SERVIDOR PÚBLICO - LEI 10.864/,,
ADI,3404,ADI-3404,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2271269,,,,,,10/2/2005,Físico,Sim,MIN. ROBERTO BARROSO,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | MAGISTRATURA | REM,,
ADI,3404,ADI-3404,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2271269,,,,,,26/6/2013,Físico,Sim,MIN. ROBERTO BARROSO,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | MAGISTRATURA | REM,,
ADI,3405,ADI-3405,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2271965,,,,,,10/2/2005,Físico,Não,MIN. MARCO AURÉLIO,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | MINISTÉRIO PÚBLICO2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUN","1 - Lei Estadual nº 4.432,  de 2004 - RJ",
ADI,3406,ADI-3406,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2272225,,,,,,11/2/2005,Eletrônico,Sim,MIN. ROSA WEBER,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | CONCESSÃO / PERMISSÃO / AUT,,
ADI,3406,ADI-3406,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2272225,,,,,,28/4/2008,Eletrônico,Sim,MIN. ROSA WEBER,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | CONCESSÃO / PERMISSÃO / AUT,,
ADI,3406,ADI-3406,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2272225,,,,,,19/12/2011,Eletrônico,Sim,MIN. ROSA WEBER,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | CONCESSÃO / PERMISSÃO / AUT,,
ADI,3406,ADI-3406,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2272225,,,,,,2/3/2012,Eletrônico,Sim,MIN. ROSA WEBER,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | CONCESSÃO / PERMISSÃO / AUT,,
ADI,3407,ADI-3407,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2272529,,,,,,14/2/2005,Físico,Não,MIN. CARLOS VELLOSO,Normal,ELEIÇÃO,1 - ELEIÇÃO | CANDIDATURA | INELEGIBILIDADE - ANALFABETISMO - LC 64/90 E RESOLUÇÃO 21.608/04 - TSE,,
ADI,3408,ADI-3408,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2272967,,,,,,15/2/2005,Físico,Não,MIN. DIAS TOFFOLI,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRA,"1 - Lei Federal nº 11.000,  de 2004, § 1º2 - Lei Federal nº 11.000,  de 2004, Art. 2º",
ADI,3408,ADI-3408,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2272967,,,,,,10/9/2007,Físico,Não,MIN. DIAS TOFFOLI,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRA,"1 - Lei Federal nº 11.000,  de 2004, § 1º2 - Lei Federal nº 11.000,  de 2004, Art. 2º",
ADI,3408,ADI-3408,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2272967,,,,,,23/10/2009,Físico,Não,MIN. DIAS TOFFOLI,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ENTIDADES ADMINISTRATIVAS / ADMINISTRA,"1 - Lei Federal nº 11.000,  de 2004, § 1º2 - Lei Federal nº 11.000,  de 2004, Art. 2º",
ADI,3409,ADI-3409,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2272745,,,,,,16/2/2005,Físico,Não,MIN. CELSO DE MELLO,Prevenção Relator,PODER LEGISLATIVO,1 - PODER LEGISLATIVO | CÂMARA MUNICIPAL | NÚMERO DE VEREADORES - ALTERAÇÃO - RESOLUÇÕES NºS 21.702/04 E,,
ADI,3410,ADI-3410,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2273556,,,,,,17/2/2005,Físico,Não,MIN. JOAQUIM BARBOSA,Normal,IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS - ICMS,1 - IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS - ICMS | RECOLHIMENTO ANTECIPADO,"1 - Decreto nº 43.891,  de 2004 - MG",
ADI,3411,ADI-3411,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2273579,,,,,,18/2/2005,Físico,Não,MIN. CELSO DE MELLO,Prevenção Relator,PODER LEGISLATIVO,1 - PODER LEGISLATIVO | CÂMARA MUNICIPAL | NÚMERO DE VEREADORES - ALTERAÇÃO - RESOLUÇÕES NºS 21.702/04 E,,
ADI,3412,ADI-3412,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2273582,,,,,,18/2/2005,Físico,Não,MIN. CELSO DE MELLO,Prevenção Relator,PODER LEGISLATIVO,1 - PODER LEGISLATIVO | CÂMARA MUNICIPAL | NÚMERO DE VEREADORES - ALTERAÇÃO - RESOLUÇÕES NºS 21.702/04 E,,
ADI,3413,ADI-3413,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2273658,,,,,,18/2/2005,Físico,Não,MIN. MARCO AURÉLIO,Normal,DIREITO TRIBUTÁRIO,"1 - DIREITO TRIBUTÁRIO | IMPOSTOS | ICMS/ IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS2 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | ALÍQUOTA | ALÍQUOTA ZERO",,
ADI,3414,ADI-3414,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2274203,,,,,,21/2/2005,Físico,Não,MIN. CELSO DE MELLO,Prevenção Relator,PODER LEGISLATIVO,1 - PODER LEGISLATIVO | CÂMARA MUNICIPAL | NÚMERO DE VEREADORES - ALTERAÇÃO - RESOLUÇÕES NºS 21.702/04 E,,
ADI,3415,ADI-3415,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2274174,,,,,,21/2/2005,Eletrônico,Não,MIN. ALEXANDRE DE MORAES,Normal,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | CATEGORIAS ES1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUN","0 - Lei Estadual nº 2.875,  de 20041 - Lei Estadual nº 2.917,  de 2004 - AM",
ADI,3415,ADI-3415,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2274174,,,,,,19/4/2012,Eletrônico,Não,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | CATEGORIAS ES1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUN","0 - Lei Estadual nº 2.875,  de 20041 - Lei Estadual nº 2.917,  de 2004 - AM",
ADI,3415,ADI-3415,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2274174,,,,,,29/11/2012,Eletrônico,Não,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | CATEGORIAS ES1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUN","0 - Lei Estadual nº 2.875,  de 20041 - Lei Estadual nº 2.917,  de 2004 - AM",
ADI,3415,ADI-3415,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2274174,,,,,,22/3/2017,Eletrônico,Não,MIN. ALEXANDRE DE MORAES,Substituição,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"0 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | CATEGORIAS ES1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUN","0 - Lei Estadual nº 2.875,  de 20041 - Lei Estadual nº 2.917,  de 2004 - AM",
ADI,3416,ADI-3416,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2274966,,,,,,24/2/2005,Físico,Não,MIN. EDSON FACHIN,Normal,DIREITO TRIBUTÁRIO,"1 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | INCENTIVOS FISCAIS2 - DIREITO TRIBUTÁRIO | IMPOSTOS | ICMS/ IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS","1 - Decreto nº 1.090,  de 2002 - ES",
ADI,3416,ADI-3416,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2274966,,,,,,17/3/2006,Físico,Não,MIN. EDSON FACHIN,Substituição,DIREITO TRIBUTÁRIO,"1 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | INCENTIVOS FISCAIS2 - DIREITO TRIBUTÁRIO | IMPOSTOS | ICMS/ IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS","1 - Decreto nº 1.090,  de 2002 - ES",
ADI,3416,ADI-3416,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=2274966,,,,,,16/6/2015,Físico,Não,MIN. EDSON FACHIN,Substituição,DIREITO TRIBUTÁRIO,"1 - DIREITO TRIBUTÁRIO | CRÉDITO TRIBUTÁRIO | INCENTIVOS FISCAIS2 - DIREITO TRIBUTÁRIO | IMPOSTOS | ICMS/ IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS","1 - Decreto nº 1.090,  de 2002 - ES",
