Classe,Número,Link,Url,Relator Atual,Classificação STF,Meio Processo,Data Autuação,Legislação,Data Andamento Atual,Andamento Atual,Observação Andamento Atual,Data Localização Atual,Localização Atual,Sem nenhuma decisão,Indicador de Tutela Antecipada,Indicador de Tutela Provisória,Sem decisão final,Recurso interno pendente,Em mesa/pauta,Acórdão pendente de publicação,Procedência,Órgão Origem,Ramo Direito Novo,Classificação,Origem:,Relator:,Redator do acórdão:,Relator do último incidente:,REQTE.(S),ADV.(A/S),INTDO.(A/S),PROC.(A/S)(ES)
ADI,6399,ADI-6399,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5899306,MIN. MARCO AURÉLIO,Originária,Eletrônico,28/4/2020,"1 - Lei Federal nº 13988 de 2020, Art. 28 - Lei 13.988 de 14 de abril de 2020 art. 28",8/12/2020,Petição,"Manifestação - Petição: 104641 Data: 08/12/2020, às 10:29:11",18/8/2020,GABINETE MINISTRO MARCO AURÉLIO,Não,Não,Não,Sim,Não,Sim,Sim,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6400,ADI-6400,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5899370,MIN. GILMAR MENDES,Originária,Eletrônico,28/4/2020,"1 - Emenda Constitucional nº 41 de 2003, Art. 1º - Emenda Constitucional nº 41 de 2003 art. 1º parte final, que deu nova redação ao art. 37, XI, da Constituição brasileira, na parte em que a norma fixa subteto e nele inclui também os auditores fiscais, para o efeito de prevalecer, como o teto único da Administração Tributária, os subsídios dos Doutos Ministros dessa Egrégia Suprema Corte",7/12/2020,Agravo regimental não provido,"Decisão: O Tribunal, por maioria, negou provimento ao agravo regimental, nos termos do voto do Relator, vencidos o Ministros Edson Fachin e Marco Aurélio. Plenário, Sessão Virtual de 27.11.2020 a 4.12.2020.
",22/9/2020,GABINETE MINISTRO GILMAR MENDES,Não,Não,Não,Sim,Não,Não,Sim,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6401,ADI-6401,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5899389,MIN. GILMAR MENDES,Originária,Eletrônico,28/4/2020,"1 - Constituição Federal de 1988, Art. 37, § 12 - CONSTITUIÇÃO FEDERAL DE 1988 ART. 37, §12",6/10/2020,Petição,"Procuração/Substabelecimento - Petição: 82750 Data: 06/10/2020, às 11:49:15",8/6/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6402,ADI-6402,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5899520,MIN. MARCO AURÉLIO,Originária,Eletrônico,28/4/2020,"1 - Lei Federal nº 13988 de 2020, Art. 28 - Lei 13.988 de 14 de abril de 2020 art. 28",9/12/2020,Conclusos ao(à) Relator(a),,9/12/2020,GABINETE MINISTRO MARCO AURÉLIO,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6403,ADI-6403,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5900086,MIN. MARCO AURÉLIO,Originária,Eletrônico,29/4/2020,"1 - Lei Federal nº 10522 de 2002, Art. 19-E - Lei nº 10.522 de 2002 artigo 19-E, introduzido pela Lei nº 13.988 de 2020",4/12/2020,Iniciado Julgamento Virtual,,23/11/2020,GABINETE MINISTRO MARCO AURÉLIO,Não,Não,Não,Sim,Sim,Sim,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6404,ADI-6404,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5900093,MIN. DIAS TOFFOLI,Originária,Eletrônico,29/4/2020,"1 - Medida Provisória nº 945 de 2020 - Medida Provisória nº 945, de 04 de abril de 2020 art. 4º, caput e §§ 1º e 2º",10/9/2020,"Substituição do Relator, art. 38 do RISTF",MIN. DIAS TOFFOLI,29/5/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADI,6405,ADI-6405,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5901056,MIN. NUNES MARQUES,Originária,Eletrônico,30/4/2020,"1 - Lei Estadual nº 17933 de 2020 - Lei nº 17.933 de 2020 do Estado de Santa Catarina, a  expressão “energia elétrica” constante do art. 1º e do caput do art. 2º; e o parágrafo único do art. 2º",30/11/2020,Conclusos ao(à) Relator(a),,30/11/2020,GABINETE MINISTRO NUNES MARQUES,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADI,6406,ADI-6406,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5901057,MIN. MARCO AURÉLIO,Originária,Eletrônico,30/4/2020,"1 - Lei Estadual nº 20187 de 2020 - Lei nº 20.187 de 2020 do Estado do Paraná, a expressão “energia elétrica” constante do caput do art. 3º, e art. 4º",1/12/2020,Vista - Devolução dos autos para julgamento,01/12/2020 16:33:21 - Julgamento Virtual: ADI-MC. Incluído na Lista 215-2020.MAM - Agendado para: 11/12/2020.,25/6/2020,GABINETE MINISTRO DIAS TOFFOLI,Não,Não,Não,Sim,Não,Sim,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADC,71,ADC-71,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5902367,MIN. NUNES MARQUES,Originária,Eletrônico,4/5/2020,"1 - Código de Processo Civil (2015) nº 13105 de 2015 - Artigo 85, §§ 3º, 5º e 8º, do Código de Processo Civil de 2015 (Lei nº 13.105, de 2015), que dispõem sobre os parâmetros de fixação e a metodologia de aplicação dos honorários de sucumbência em causas envolvendo a Fazenda Pública.",30/11/2020,Conclusos ao(à) Relator(a),"com as petições 101605 e 102071/2020 sem despacho e o parecer do PROCURADOR-GERAL DA REPÚBLICA pelo não conhecimento da ação e, no mérito, pela procedência parcial do pedido para declarar a constitucionalidade dos §§ 3º, 5º e 8º do art. 85 do CPC, mas sem a restrição interpretativa almejada pelo requerente.",25/11/2020,GABINETE MINISTRO NUNES MARQUES,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6407,ADI-6407,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5901434,MIN. GILMAR MENDES,Originária,Eletrônico,4/5/2020,"1 - Resolução nº 4765 de 2019 - Resolução nº 4.765, de 27 de novembro de 2019 arts. 2º, §1º, incisos I e II, §2º e §3º",7/12/2020,Expedido(a),PLENÁRIO - COMUNICA JULGAMENTO - SEJ (ENVIO ELETRÔNICO),2/12/2020,ADVOGADO-GERAL DA UNIÃO,Não,Não,Não,Sim,Sim,Não,Sim,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6408,ADI-6408,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5902169,MIN. EDSON FACHIN,Originária,Eletrônico,4/5/2020,"1 - Lei Estadual nº 10500 de 2017 - Toda a Lei nº 10.500 de 2017 do Estado de Mato Grosso2 - Lei Estadual nº 10403 de 2016 - Toda a Lei nº 10.403 de 2016 do Estado de Mato Grosso",2/11/2020,Conclusos ao(à) Relator(a),,2/11/2020,GABINETE MINISTRO EDSON FACHIN,Não,Não,Não,Sim,Não,Não,Não,MATO GROSSO,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6409,ADI-6409,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5903066,MIN. NUNES MARQUES,Originária,Eletrônico,5/5/2020,"1 - Lei Federal nº 13982 de 2020 - Lei nº 13.982 de 2020 art. 2º, §4º e §9º2 - Decreto nº 10316 de 2020 - Decreto nº 10.316 de 2020 art. 7º, §§ 4º e 5º; 10, III e IV; 11, §6º",18/11/2020,Conclusos ao(à) Relator(a),,18/11/2020,GABINETE MINISTRO NUNES MARQUES,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6410,ADI-6410,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5904126,MIN. NUNES MARQUES,Originária,Eletrônico,6/5/2020,"1 - Lei Estadual nº 4738 de 2020 - Lei nº 4.738 de 2020, do Estado de Rondônia expressão “eletricidade” constante do art. 1º; arts. 2º e 3º",10/11/2020,Conclusos ao(à) Relator(a),,10/11/2020,GABINETE MINISTRO NUNES MARQUES,Não,Não,Não,Sim,Não,Não,Não,RONDÔNIA,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6411,ADI-6411,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5904491,MIN. NUNES MARQUES,Originária,Eletrônico,6/5/2020,"1 - Lei Estadual nº 17933 de 2020 - Lei estadual nº 17.933 de 2020, do Estado de Santa Catarina, expressões “água” e “esgoto”, constantes do artigo 1º e do caput do art. 2º e parágrafo único",10/12/2020,Conclusos ao(à) Relator(a),,1/12/2020,GABINETE MINISTRO NUNES MARQUES,Não,Não,Não,Sim,Não,Não,Não,SANTA CATARINA,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADPF,680,ADPF-680,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5904162,MIN. MARCO AURÉLIO,Originária,Eletrônico,6/5/2020,"1 - Decreto nº 10329 de 2020, Art. 2º, Inciso I - Art. 2º, I do Decreto nº 10.329 de 28 de abril de 2020, que retirou a captação, tratamento e distribuição de água, captação e tratamento de esgoto e lixo do rol de serviços essenciais durante a pandemia de COVID-19, publicado no Diário Oficial da União no dia 29 de abril 2020",26/11/2020,Conclusos ao(à) Relator(a),,26/11/2020,GABINETE MINISTRO MARCO AURÉLIO,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADPF,681,ADPF-681,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5905448,MIN. ALEXANDRE DE MORAES,Originária,Eletrônico,7/5/2020,1 - Portaria nº 62 de 2020 - COLOG - COMANDO DO EXÉRCITO BRASILEIRO - MINISTÉRIO DA DEFESA,1/11/2020,Vista à PGR,,11/11/2020,PROCURADORIA-GERAL DA REPÚBLICA,Sim,Não,Sim,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6412,ADI-6412,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5906340,MIN. ROBERTO BARROSO,Originária,Eletrônico,8/5/2020,"1 - Lei Complementar nº 43 de 2002, Art. 6º, Inciso II - Lei Complementar nº 43 de 2 de maio de 2002 do Estado de Pernambuco art. 6º, II",16/6/2020,Conclusos ao(à) Relator(a),,19/6/2020,GABINETE MINISTRO ROBERTO BARROSO,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6413,ADI-6413,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5906341,MIN. MARCO AURÉLIO,Originária,Eletrônico,8/5/2020,"1 - Lei Complementar nº 242 de 2006, Art. 7º - Lei Complementar 242 de 17 de janeiro de 2006 art. 7º2 - Lei Complementar nº 373 de 2009, Art. 1º, § 2º - Lei Complementar 373, de 26 de novembro de 2009, art. 1º, § 2º3 - Lei Complementar nº 416 de 2010, Art. 138, § 3º - Lei Complementar 416, de 22 de dezembro de 2010 art. 138, § 3º4 - Lei Complementar nº 538 de 2014, Art. 2º, § 1º - Lei Complementar 538, de 8 de maio de 2014 art. 2º, § 1º",4/12/2020,Expedido(a),Via e-mail registrado o Ofício 2204/R ao Governador do Estado de Mato Grosso.,2/12/2020,CONTROLE CONCENTRADO E RECLAMAÇÕES,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6414,ADI-6414,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5906922,MIN. ROSA WEBER,Originária,Eletrônico,8/5/2020,"1 - Lei Estadual nº 9782 de 2012 - Lei 9.782, de 19 de julho de 2012 do Estado do Mato Grosso art. 32, caput e parágrafo único2 - Lei Estadual nº 10357 de 2016 - Lei 10.357, de 13 de janeiro de 2016 do Estado de Mato Grosso art. 9º e por arrastamento o Ato Administrativo 924, de 4 de maio de 2020 do Estado de Mato Grosso",27/8/2020,Intimado eletronicamente,PROCURADOR-GERAL DA REPÚBLICA,19/8/2020,GABINETE MINISTRA ROSA WEBER,Não,Não,Não,Sim,Não,Não,Não,MATO GROSSO,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6415,ADI-6415,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5907820,MIN. MARCO AURÉLIO,Originária,Eletrônico,11/5/2020,"1 - Lei Federal nº 13988 de 2020, Art. 28 - Lei nº 13.988 de 14 de abril de 2020 art. 28, que inseriu o art. 19-E na Lei nº 10.522 de 19 de julho de 2002",4/12/2020,Iniciado Julgamento Virtual,,26/11/2020,GABINETE MINISTRO MARCO AURÉLIO,Não,Não,Não,Sim,Sim,Sim,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6416,ADI-6416,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5907828,MIN. CÁRMEN LÚCIA,Originária,Eletrônico,11/5/2020,"1 - Medida Provisória nº 946 de 2020, Art. 1º - Medida Provisória nº 946 de 7 de abril de 2020 arts. 1º, 2º, 3º, 4º, 5º, 7º, 8º, 9º e 10º2 - Medida Provisória nº 946 de 2020, Art. 2º - Medida Provisória nº 946 de 7 de abril de 2020 arts. 1º, 2º, 3º, 4º, 5º, 7º, 8º, 9º e 10º3 - Medida Provisória nº 946 de 2020, Art. 3º - Medida Provisória nº 946 de 7 de abril de 2020 arts. 1º, 2º, 3º, 4º, 5º, 7º, 8º, 9º e 10º4 - Medida Provisória nº 946 de 2020, Art. 4º - Medida Provisória nº 946 de 7 de abril de 2020 arts. 1º, 2º, 3º, 4º, 5º, 7º, 8º, 9º e 10º5 - Medida Provisória nº 946 de 2020, Art. 5º - Medida Provisória nº 946 de 7 de abril de 2020 arts. 1º, 2º, 3º, 4º, 5º, 7º, 8º, 9º e 10º6 - Medida Provisória nº 946 de 2020, Art. 6º - Medida Provisória nº 946 de 7 de abril de 2020 arts. 1º, 2º, 3º, 4º, 5º, 7º, 8º, 9º e 10º7 - Medida Provisória nº 946 de 2020, Art. 7º - Medida Provisória nº 946 de 7 de abril de 2020 arts. 1º, 2º, 3º, 4º, 5º, 7º, 8º, 9º e 10º8 - Medida Provisória nº 946 de 2020, Art. 8º - Medida Provisória nº 946 de 7 de abril de 2020 arts. 1º, 2º, 3º, 4º, 5º, 7º, 8º, 9º e 10º9 - Medida Provisória nº 946 de 2020, Art. 9º - Medida Provisória nº 946 de 7 de abril de 2020 arts. 1º, 2º, 3º, 4º, 5º, 7º, 8º, 9º e 10º10 - Medida Provisória nº 946 de 2020, Art. 10 - Medida Provisória nº 946 de 7 de abril de 2020 arts. 1º, 2º, 3º, 4º, 5º, 7º, 8º, 9º e 10º",6/8/2020,Petição,"Amicus curiae - Petição: 61014 Data: 06/08/2020, às 10:55:16",11/5/2020,GABINETE MINISTRA CÁRMEN LÚCIA,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6417,ADI-6417,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5908151,MIN. DIAS TOFFOLI,Originária,Eletrônico,11/5/2020,"1 - Emenda Constitucional nº 106 de 2020, Art. 7º, Inciso II - Emenda Constitucional nº 106 de 2020 art. 7°, II",15/10/2020,Certidão,reautuação - Petição: 86256,9/6/2020,PROCURADORIA-GERAL DA REPÚBLICA,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADPF,683,ADPF-683,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5907875,MIN. ALEXANDRE DE MORAES,Originária,Eletrônico,11/5/2020,1 - Portaria nº 62 de 2020 - COLOG - COMANDO DO EXÉRCITO BRASILEIRO - MINISTÉRIO DA DEFESA,19/10/2020,Vista à PGR,,11/11/2020,PROCURADORIA-GERAL DA REPÚBLICA,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6418,ADI-6418,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5910156,MIN. MARCO AURÉLIO,Originária,Eletrônico,13/5/2020,1 - Lei Estadual nº 4620 de 2019 - Toda a Lei n° 4.620 de 25 de outubro de 2019 do Estado de Rondônia,25/8/2020,Conclusos ao(à) Relator(a),,25/8/2020,GABINETE MINISTRO MARCO AURÉLIO,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO DO CONSUMIDOR,Em tramitação,,,,,,,,
ADPF,684,ADPF-684,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5910249,MIN. NUNES MARQUES,Originária,Eletrônico,13/5/2020,"1 - Ato nº 62 de 2020 - RECOMENDAÇÃO 62/2020 - CNJ2 - Outros - Descumprimento de preceitos fundamentais na gestão penitenciária, notadamente a saúde, a vida e a segurança de toda a população prisional, dos servidores do sistema penitenciário e, também, da sociedade em geral, diante do fracasso do Estado em desempenhar a obrigação de evitar a proliferação da pandemia de COVID-19 no sistema prisional brasileiro, por atos de responsabilidade de todos os Poderes da República, bem como das mais diversas autoridades judiciais do país, em todas as instâncias, aprofundando o quadro sistemático de violação de direitos já existente no sistema prisional, decorrente de condutas comissivas e omissivas dos poderes públicos da União, dos Estados e do Distrito Federal, bem como da notória inércia ou ineficácia das medidas que eventualmente foram tomadas pelas autoridades constituídas, sobretudo diante do descumprimento das orientações emitidas pelo Conselho Nacional de Justiça na Recomendação n. 62/2020 pela maior parte dos magistrados.",5/11/2020,Conclusos ao(à) Relator(a),,5/11/2020,GABINETE MINISTRO NUNES MARQUES,Sim,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",Em tramitação,,,,,,,,
ADI,6419,ADI-6419,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5911146,MIN. GILMAR MENDES,Originária,Eletrônico,14/5/2020,1 - Lei Federal nº 13954 de 2019 - Toda a Lei Federal n° 13.954 de 2019,8/12/2020,Juntada,Certidão de Julgamento da Sessão Virtual,1/12/2020,PUBLICAÇÃO DE ACÓRDÃOS,Não,Não,Não,Sim,Não,Não,Sim,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6420,ADI-6420,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5911147,MIN. GILMAR MENDES,Originária,Eletrônico,14/5/2020,"1 - Lei Estadual nº 7263 de 2000 - Lei nº 7.263 de 2000 do Estado de Mato Grosso § 1º-A, incisos I (parte) e II (parte), e do § 7º do art. 7º; e do inciso III do caput e do § 1º (este último sem redução de texto) do art. 8º",5/11/2020,Conclusos ao(à) Relator(a),,5/11/2020,GABINETE MINISTRO GILMAR MENDES,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6421,ADI-6421,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5912207,MIN. ROBERTO BARROSO,Originária,Eletrônico,15/5/2020,"1 - Medida Provisória nº 966 de 2020 - Toda a Medida Provisória nº 966 de 13 de maio de 2020 e, por consequência, de textos equivalentes (art. 28 do Decreto-Lei 4.657/42, com a redação dada pela Lei 13.655/18, e arts. 12 e 14 do Decreto 9.830/19)",23/11/2020,Intimado eletronicamente,PROCURADOR-GERAL DA REPÚBLICA,20/11/2020,GABINETE MINISTRO ROBERTO BARROSO,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6422,ADI-6422,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5912213,MIN. ROBERTO BARROSO,Originária,Eletrônico,15/5/2020,1 - Medida Provisória nº 966 de 2020 - Toda a Medida Provisória nº 966 de 13 de maio de 2020,26/11/2020,Intimado eletronicamente,PROCURADOR-GERAL DA REPÚBLICA,20/11/2020,GABINETE MINISTRO ROBERTO BARROSO,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6423,ADI-6423,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5912216,MIN. EDSON FACHIN,Originária,Eletrônico,15/5/2020,"1 - Lei Estadual nº 17208 de 2020, Art. 1º - Lei Estadual nº 17.208 de 11 de maio de 2020 do Estado do Ceará art. 1º, 2º, 4º, 7º e por arrastamento dos artigos 3º, 5º e 6º2 - Lei Estadual nº 17208 de 2020, Art. 2º - Lei Estadual nº 17.208 de 11 de maio de 2020 do Estado do Ceará art. 1º, 2º, 4º, 7º e por arrastamento dos artigos 3º, 5º e 6º3 - Lei Estadual nº 17208 de 2020, Art. 3º - Lei Estadual nº 17.208 de 11 de maio de 2020 do Estado do Ceará art. 1º, 2º, 4º, 7º e por arrastamento dos artigos 3º, 5º e 6º4 - Lei Estadual nº 17208 de 2020, Art. 4º - Lei Estadual nº 17.208 de 11 de maio de 2020 do Estado do Ceará art. 1º, 2º, 4º, 7º e por arrastamento dos artigos 3º, 5º e 6º5 - Lei Estadual nº 17208 de 2020, Art. 5º - Lei Estadual nº 17.208 de 11 de maio de 2020 do Estado do Ceará art. 1º, 2º, 4º, 7º e por arrastamento dos artigos 3º, 5º e 6º6 - Lei Estadual nº 17208 de 2020, Art. 6º - Lei Estadual nº 17.208 de 11 de maio de 2020 do Estado do Ceará art. 1º, 2º, 4º, 7º e por arrastamento dos artigos 3º, 5º e 6º7 - Lei Estadual nº 17208 de 2020, Art. 7º - Lei Estadual nº 17.208 de 11 de maio de 2020 do Estado do Ceará art. 1º, 2º, 4º, 7º e por arrastamento dos artigos 3º, 5º e 6º",8/12/2020,Petição,"Juntada de documentos - Petição: 104884 Data: 08/12/2020, às 22:16:03",29/10/2020,GABINETE MINISTRO DIAS TOFFOLI,Não,Não,Não,Sim,Não,Sim,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
ADI,6424,ADI-6424,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5912218,MIN. ROBERTO BARROSO,Originária,Eletrônico,15/5/2020,1 - Medida Provisória nº 966 de 2020 - Toda a Medida Provisória nº 966 de 13 de maio de 2020,26/11/2020,Intimado eletronicamente,PROCURADOR-GERAL DA REPÚBLICA,20/11/2020,GABINETE MINISTRO ROBERTO BARROSO,Não,Não,Não,Sim,Não,Não,Não,DISTRITO FEDERAL,SUPREMO TRIBUNAL FEDERAL,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Em tramitação,,,,,,,,
